Column1,play_name,genre,character,act,scene,sentence,text,sex
75028,Richard III,History,Buckingham,3,7,20,And when mine oratory grew to an end,male
75029,Richard III,History,Buckingham,3,7,21,I bid them that did love their country's good,male
75030,Richard III,History,Buckingham,3,7,22,"Cry 'God save Richard, England's royal king!'",male
75031,Richard III,History,Gloucester,3,7,23,Ah! and did they so?,male
75032,Richard III,History,Buckingham,3,7,24,"No, so God help me, they spake not a word;",male
75033,Richard III,History,Buckingham,3,7,25,"But, like dumb statues or breathing stones,",male
75034,Richard III,History,Buckingham,3,7,26,"Gazed each on other, and look'd deadly pale.",male
75035,Richard III,History,Buckingham,3,7,27,"Which when I saw, I reprehended them;",male
75036,Richard III,History,Buckingham,3,7,28,And ask'd the mayor what meant this wilful silence:,male
75037,Richard III,History,Buckingham,3,7,29,"His answer was, the people were not wont",male
75038,Richard III,History,Buckingham,3,7,30,To be spoke to but by the recorder.,male
75039,Richard III,History,Buckingham,3,7,31,"Then he was urged to tell my tale again,",male
75040,Richard III,History,Buckingham,3,7,32,"'Thus saith the duke, thus hath the duke inferr'd;'",male
75041,Richard III,History,Buckingham,3,7,33,But nothing spake in warrant from himself.,male
75042,Richard III,History,Buckingham,3,7,34,"When he had done, some followers of mine own,",male
75043,Richard III,History,Buckingham,3,7,35,"At the lower end of the hall, hurl'd up their caps,",male
75044,Richard III,History,Buckingham,3,7,36,And some ten voices cried 'God save King Richard!',male
75045,Richard III,History,Buckingham,3,7,37,"And thus I took the vantage of those few,",male
75046,Richard III,History,Buckingham,3,7,38,"'Thanks, gentle citizens and friends,' quoth I;",male
75047,Richard III,History,Buckingham,3,7,39,'This general applause and loving shout,male
75048,Richard III,History,Buckingham,3,7,40,Argues your wisdoms and your love to Richard:',male
75049,Richard III,History,Buckingham,3,7,41,"And even here brake off, and came away.",male
75050,Richard III,History,Gloucester,3,7,42,What tongueless blocks were they! would not they speak?,male
75051,Richard III,History,Buckingham,3,7,43,"No, by my troth, my lord.",male
75052,Richard III,History,Gloucester,3,7,44,Will not the mayor then and his brethren come?,male
75053,Richard III,History,Buckingham,3,7,45,The mayor is here at hand: intend some fear;,male
75054,Richard III,History,Buckingham,3,7,46,"Be not you spoke with, but by mighty suit:",male
75055,Richard III,History,Buckingham,3,7,47,"And look you get a prayer-book in your hand,",male
75056,Richard III,History,Buckingham,3,7,48,"And stand betwixt two churchmen, good my lord;",male
75057,Richard III,History,Buckingham,3,7,49,For on that ground I'll build a holy descant:,male
75058,Richard III,History,Buckingham,3,7,50,And be not easily won to our request:,male
75059,Richard III,History,Buckingham,3,7,51,"Play the maid's part, still answer nay, and take it.",male
75060,Richard III,History,Gloucester,3,7,52,I go; and if you plead as well for them,male
75061,Richard III,History,Gloucester,3,7,53,"As I can say nay to thee for myself,",male
75062,Richard III,History,Gloucester,3,7,54,No doubt well bring it to a happy issue.,male
75063,Richard III,History,Buckingham,3,7,55,"Go, go, up to the leads; the lord mayor knocks.",male
75064,Richard III,History,Buckingham,3,7,56,Welcome my lord; I dance attendance here;,male
75065,Richard III,History,Buckingham,3,7,57,I think the duke will not be spoke withal.,male
75066,Richard III,History,Buckingham,3,7,58,"Here comes his servant: how now, Catesby,",male
75067,Richard III,History,Buckingham,3,7,59,What says he?,male
75068,Richard III,History,Catesby,3,7,60,My lord: he doth entreat your grace;,male
75069,Richard III,History,Catesby,3,7,61,To visit him to-morrow or next day:,male
75070,Richard III,History,Catesby,3,7,62,"He is within, with two right reverend fathers,",male
75071,Richard III,History,Catesby,3,7,63,Divinely bent to meditation;,male
75072,Richard III,History,Catesby,3,7,64,"And no worldly suit would he be moved,",male
75073,Richard III,History,Catesby,3,7,65,To draw him from his holy exercise.,male
75074,Richard III,History,Buckingham,3,7,66,"Return, good Catesby, to thy lord again;",male
75075,Richard III,History,Buckingham,3,7,67,"Tell him, myself, the mayor and citizens,",male
75076,Richard III,History,Buckingham,3,7,68,"In deep designs and matters of great moment,",male
75077,Richard III,History,Buckingham,3,7,69,"No less importing than our general good,",male
75078,Richard III,History,Buckingham,3,7,70,Are come to have some conference with his grace.,male
75079,Richard III,History,Catesby,3,7,71,"I'll tell him what you say, my lord.",male
75080,Richard III,History,Buckingham,3,7,72,"Ah, ha, my lord, this prince is not an Edward!",male
75081,Richard III,History,Buckingham,3,7,73,"He is not lolling on a lewd day-bed,",male
75082,Richard III,History,Buckingham,3,7,74,But on his knees at meditation;,male
75083,Richard III,History,Buckingham,3,7,75,"Not dallying with a brace of courtezans,",male
75084,Richard III,History,Buckingham,3,7,76,But meditating with two deep divines;,male
75085,Richard III,History,Buckingham,3,7,77,"Not sleeping, to engross his idle body,",male
75086,Richard III,History,Buckingham,3,7,78,"But praying, to enrich his watchful soul:",male
75087,Richard III,History,Buckingham,3,7,79,"Happy were England, would this gracious prince",male
75088,Richard III,History,Buckingham,3,7,80,Take on himself the sovereignty thereof:,male
75089,Richard III,History,Buckingham,3,7,81,"But, sure, I fear, we shall ne'er win him to it.",male
75090,Richard III,History,Lord Mayor,3,7,82,"Marry, God forbid his grace should say us nay!",male
75091,Richard III,History,Buckingham,3,7,83,I fear he will.,male
75092,Richard III,History,Buckingham,3,7,84,"How now, Catesby, what says your lord?",male
75093,Richard III,History,Catesby,3,7,85,"My lord,",male
75094,Richard III,History,Catesby,3,7,86,He wonders to what end you have assembled,male
75095,Richard III,History,Catesby,3,7,87,"Such troops of citizens to speak with him,",male
75096,Richard III,History,Catesby,3,7,88,His grace not being warn'd thereof before:,male
75097,Richard III,History,Catesby,3,7,89,"My lord, he fears you mean no good to him.",male
75098,Richard III,History,Buckingham,3,7,90,Sorry I am my noble cousin should,male
75099,Richard III,History,Buckingham,3,7,91,"Suspect me, that I mean no good to him:",male
75100,Richard III,History,Buckingham,3,7,92,"By heaven, I come in perfect love to him;",male
75101,Richard III,History,Buckingham,3,7,93,And so once more return and tell his grace.,male
75102,Richard III,History,Buckingham,3,7,94,When holy and devout religious men,male
75103,Richard III,History,Buckingham,3,7,95,"Are at their beads, 'tis hard to draw them thence,",male
75104,Richard III,History,Buckingham,3,7,96,So sweet is zealous contemplation.,male
75105,Richard III,History,Lord Mayor,3,7,97,"See, where he stands between two clergymen!",male
75106,Richard III,History,Buckingham,3,7,98,"Two props of virtue for a Christian prince,",male
75107,Richard III,History,Buckingham,3,7,99,To stay him from the fall of vanity:,male
75108,Richard III,History,Buckingham,3,7,100,"And, see, a book of prayer in his hand,",male
75109,Richard III,History,Buckingham,3,7,101,True ornaments to know a holy man.,male
75110,Richard III,History,Buckingham,3,7,102,"Famous Plantagenet, most gracious prince,",male
75111,Richard III,History,Buckingham,3,7,103,Lend favourable ears to our request;,male
75112,Richard III,History,Buckingham,3,7,104,And pardon us the interruption,male
75113,Richard III,History,Buckingham,3,7,105,Of thy devotion and right Christian zeal.,male
75114,Richard III,History,Gloucester,3,7,106,"My lord, there needs no such apology:",male
75115,Richard III,History,Gloucester,3,7,107,"I rather do beseech you pardon me,",male
75116,Richard III,History,Gloucester,3,7,108,"Who, earnest in the service of my God,",male
75117,Richard III,History,Gloucester,3,7,109,Neglect the visitation of my friends.,male
75118,Richard III,History,Gloucester,3,7,110,"But, leaving this, what is your grace's pleasure?",male
75119,Richard III,History,Buckingham,3,7,111,"Even that, I hope, which pleaseth God above,",male
75120,Richard III,History,Buckingham,3,7,112,And all good men of this ungovern'd isle.,male
75121,Richard III,History,Gloucester,3,7,113,I do suspect I have done some offence,male
75122,Richard III,History,Gloucester,3,7,114,"That seems disgracious in the city's eyes,",male
75123,Richard III,History,Gloucester,3,7,115,And that you come to reprehend my ignorance.,male
75124,Richard III,History,Buckingham,3,7,116,"You have, my lord: would it might please your grace,",male
75125,Richard III,History,Buckingham,3,7,117,"At our entreaties, to amend that fault!",male
75126,Richard III,History,Gloucester,3,7,118,Else wherefore breathe I in a Christian land?,male
75127,Richard III,History,Buckingham,3,7,119,"Then know, it is your fault that you resign",male
75128,Richard III,History,Buckingham,3,7,120,"The supreme seat, the throne majestical,",male
75129,Richard III,History,Buckingham,3,7,121,"The scepter'd office of your ancestors,",male
75130,Richard III,History,Buckingham,3,7,122,"Your state of fortune and your due of birth,",male
75131,Richard III,History,Buckingham,3,7,123,"The lineal glory of your royal house,",male
75132,Richard III,History,Buckingham,3,7,124,To the corruption of a blemished stock:,male
75133,Richard III,History,Buckingham,3,7,125,"Whilst, in the mildness of your sleepy thoughts,",male
75134,Richard III,History,Buckingham,3,7,126,"Which here we waken to our country's good,",male
75135,Richard III,History,Buckingham,3,7,127,This noble isle doth want her proper limbs;,male
75136,Richard III,History,Buckingham,3,7,128,"Her face defaced with scars of infamy,",male
75137,Richard III,History,Buckingham,3,7,129,"Her royal stock graft with ignoble plants,",male
75138,Richard III,History,Buckingham,3,7,130,And almost shoulder'd in the swallowing gulf,male
75139,Richard III,History,Buckingham,3,7,131,Of blind forgetfulness and dark oblivion.,male
75140,Richard III,History,Buckingham,3,7,132,"Which to recure, we heartily solicit",male
75141,Richard III,History,Buckingham,3,7,133,Your gracious self to take on you the charge,male
75142,Richard III,History,Buckingham,3,7,134,"And kingly government of this your land,",male
75143,Richard III,History,Buckingham,3,7,135,"Not as protector, steward, substitute,",male
75144,Richard III,History,Buckingham,3,7,136,Or lowly factor for another's gain;,male
75145,Richard III,History,Buckingham,3,7,137,"But as successively from blood to blood,",male
75146,Richard III,History,Buckingham,3,7,138,"Your right of birth, your empery, your own.",male
75147,Richard III,History,Buckingham,3,7,139,"For this, consorted with the citizens,",male
75148,Richard III,History,Buckingham,3,7,140,"Your very worshipful and loving friends,",male
75149,Richard III,History,Buckingham,3,7,141,"And by their vehement instigation,",male
75150,Richard III,History,Buckingham,3,7,142,In this just suit come I to move your grace.,male
75151,Richard III,History,Gloucester,3,7,143,"I know not whether to depart in silence,",male
75152,Richard III,History,Gloucester,3,7,144,Or bitterly to speak in your reproof.,male
75153,Richard III,History,Gloucester,3,7,145,Best fitteth my degree or your condition,male
75154,Richard III,History,Gloucester,3,7,146,"If not to answer, you might haply think",male
75155,Richard III,History,Gloucester,3,7,147,"Tongue-tied ambition, not replying, yielded",male
75156,Richard III,History,Gloucester,3,7,148,"To bear the golden yoke of sovereignty,",male
75157,Richard III,History,Gloucester,3,7,149,Which fondly you would here impose on me;,male
75158,Richard III,History,Gloucester,3,7,150,"If to reprove you for this suit of yours,",male
75159,Richard III,History,Gloucester,3,7,151,So season'd with your faithful love to me.,male
75160,Richard III,History,Gloucester,3,7,152,"Then, on the other side, I cheque'd my friends.",male
75161,Richard III,History,Gloucester,3,7,153,"Therefore, to speak, and to avoid the first,",male
75162,Richard III,History,Gloucester,3,7,154,"And then, in speaking, not to incur the last,",male
75163,Richard III,History,Gloucester,3,7,155,Definitively thus I answer you.,male
75164,Richard III,History,Gloucester,3,7,156,Your love deserves my thanks; but my desert,male
75165,Richard III,History,Gloucester,3,7,157,Unmeritable shuns your high request.,male
75166,Richard III,History,Gloucester,3,7,158,"First if all obstacles were cut away,",male
75167,Richard III,History,Gloucester,3,7,159,"And that my path were even to the crown,",male
75168,Richard III,History,Gloucester,3,7,160,As my ripe revenue and due by birth,male
75169,Richard III,History,Gloucester,3,7,161,"Yet so much is my poverty of spirit,",male
75170,Richard III,History,Gloucester,3,7,162,"So mighty and so many my defects,",male
75171,Richard III,History,Gloucester,3,7,163,"As I had rather hide me from my greatness,",male
75172,Richard III,History,Gloucester,3,7,164,"Being a bark to brook no mighty sea,",male
75173,Richard III,History,Gloucester,3,7,165,"Than in my greatness covet to be hid,",male
75174,Richard III,History,Gloucester,3,7,166,And in the vapour of my glory smother'd.,male
75175,Richard III,History,Gloucester,3,7,167,"But, God be thank'd, there's no need of me,",male
75176,Richard III,History,Gloucester,3,7,168,"And much I need to help you, if need were;",male
75177,Richard III,History,Gloucester,3,7,169,"The royal tree hath left us royal fruit,",male
75178,Richard III,History,Gloucester,3,7,170,"Which, mellow'd by the stealing hours of time,",male
75179,Richard III,History,Gloucester,3,7,171,"Will well become the seat of majesty,",male
75180,Richard III,History,Gloucester,3,7,172,"And make, no doubt, us happy by his reign.",male
75181,Richard III,History,Gloucester,3,7,173,"On him I lay what you would lay on me,",male
75182,Richard III,History,Gloucester,3,7,174,The right and fortune of his happy stars;,male
75183,Richard III,History,Gloucester,3,7,175,Which God defend that I should wring from him!,male
75184,Richard III,History,Buckingham,3,7,176,"My lord, this argues conscience in your grace;",male
75185,Richard III,History,Buckingham,3,7,177,"But the respects thereof are nice and trivial,",male
75186,Richard III,History,Buckingham,3,7,178,All circumstances well considered.,male
75187,Richard III,History,Buckingham,3,7,179,You say that Edward is your brother's son:,male
75188,Richard III,History,Buckingham,3,7,180,"So say we too, but not by Edward's wife;",male
75189,Richard III,History,Buckingham,3,7,181,For first he was contract to Lady Lucy--,male
75190,Richard III,History,Buckingham,3,7,182,Your mother lives a witness to that vow--,male
75191,Richard III,History,Buckingham,3,7,183,And afterward by substitute betroth'd,male
75192,Richard III,History,Buckingham,3,7,184,"To Bona, sister to the King of France.",male
75193,Richard III,History,Buckingham,3,7,185,"These both put by a poor petitioner,",male
75194,Richard III,History,Buckingham,3,7,186,"A care-crazed mother of a many children,",male
75195,Richard III,History,Buckingham,3,7,187,"A beauty-waning and distressed widow,",male
75196,Richard III,History,Buckingham,3,7,188,"Even in the afternoon of her best days,",male
75197,Richard III,History,Buckingham,3,7,189,"Made prize and purchase of his lustful eye,",male
75198,Richard III,History,Buckingham,3,7,190,Seduced the pitch and height of all his thoughts,male
75199,Richard III,History,Buckingham,3,7,191,To base declension and loathed bigamy,male
75200,Richard III,History,Buckingham,3,7,192,"By her, in his unlawful bed, he got",male
75201,Richard III,History,Buckingham,3,7,193,"This Edward, whom our manners term the prince.",male
75202,Richard III,History,Buckingham,3,7,194,"More bitterly could I expostulate,",male
75203,Richard III,History,Buckingham,3,7,195,"Save that, for reverence to some alive,",male
75204,Richard III,History,Buckingham,3,7,196,I give a sparing limit to my tongue.,male
75205,Richard III,History,Buckingham,3,7,197,"Then, good my lord, take to your royal self",male
75206,Richard III,History,Buckingham,3,7,198,This proffer'd benefit of dignity;,male
75207,Richard III,History,Buckingham,3,7,199,"If non to bless us and the land withal,",male
75208,Richard III,History,Buckingham,3,7,200,Yet to draw forth your noble ancestry,male
75209,Richard III,History,Buckingham,3,7,201,"From the corruption of abusing times,",male
75210,Richard III,History,Buckingham,3,7,202,Unto a lineal true-derived course.,male
75211,Richard III,History,Lord Mayor,3,7,203,"Do, good my lord, your citizens entreat you.",male
75212,Richard III,History,Buckingham,3,7,204,"Refuse not, mighty lord, this proffer'd love.",male
75213,Richard III,History,Catesby,3,7,205,"O, make them joyful, grant their lawful suit!",male
75214,Richard III,History,Gloucester,3,7,206,"Alas, why would you heap these cares on me?",male
75215,Richard III,History,Gloucester,3,7,207,I am unfit for state and majesty;,male
75216,Richard III,History,Gloucester,3,7,208,"I do beseech you, take it not amiss;",male
75217,Richard III,History,Gloucester,3,7,209,I cannot nor I will not yield to you.,male
75218,Richard III,History,Buckingham,3,7,210,"If you refuse it,--as, in love and zeal,",male
75219,Richard III,History,Buckingham,3,7,211,"Loath to depose the child, Your brother's son;",male
75220,Richard III,History,Buckingham,3,7,212,As well we know your tenderness of heart,male
75221,Richard III,History,Buckingham,3,7,213,"And gentle, kind, effeminate remorse,",male
75222,Richard III,History,Buckingham,3,7,214,"Which we have noted in you to your kin,",male
75223,Richard III,History,Buckingham,3,7,215,"And egally indeed to all estates,--",male
75224,Richard III,History,Buckingham,3,7,216,"Yet whether you accept our suit or no,",male
75225,Richard III,History,Buckingham,3,7,217,Your brother's son shall never reign our king;,male
75226,Richard III,History,Buckingham,3,7,218,"But we will plant some other in the throne,",male
75227,Richard III,History,Buckingham,3,7,219,To the disgrace and downfall of your house:,male
75228,Richard III,History,Buckingham,3,7,220,And in this resolution here we leave you.--,male
75229,Richard III,History,Buckingham,3,7,221,"Come, citizens: 'zounds! I'll entreat no more.",male
75230,Richard III,History,Gloucester,3,7,222,"O, do not swear, my lord of Buckingham.",male
75231,Richard III,History,Catesby,3,7,223,"Call them again, my lord, and accept their suit.",male
75232,Richard III,History,Another,3,7,224,"Do, good my lord, lest all the land do rue it.",male
75233,Richard III,History,Gloucester,3,7,225,Would you enforce me to a world of care?,male
75234,Richard III,History,Gloucester,3,7,226,"Well, call them again. I am not made of stone,",male
75235,Richard III,History,Gloucester,3,7,227,"But penetrable to your. kind entreats,",male
75236,Richard III,History,Gloucester,3,7,228,Albeit against my conscience and my soul.,male
75237,Richard III,History,Gloucester,3,7,229,"Cousin of Buckingham, and you sage, grave men,",male
75238,Richard III,History,Gloucester,3,7,230,"Since you will buckle fortune on my back,",male
75239,Richard III,History,Gloucester,3,7,231,"To bear her burthen, whether I will or no,",male
75240,Richard III,History,Gloucester,3,7,232,I must have patience to endure the load:,male
75241,Richard III,History,Gloucester,3,7,233,But if black scandal or foul-faced reproach,male
75242,Richard III,History,Gloucester,3,7,234,"Attend the sequel of your imposition,",male
75243,Richard III,History,Gloucester,3,7,235,Your mere enforcement shall acquittance me,male
75244,Richard III,History,Gloucester,3,7,236,From all the impure blots and stains thereof;,male
75245,Richard III,History,Gloucester,3,7,237,"For God he knows, and you may partly see,",male
75246,Richard III,History,Gloucester,3,7,238,How far I am from the desire thereof.,male
75247,Richard III,History,Lord Mayor,3,7,239,"God bless your grace! we see it, and will say it.",male
75248,Richard III,History,Gloucester,3,7,240,"In saying so, you shall but say the truth.",male
75249,Richard III,History,Buckingham,3,7,241,Then I salute you with this kingly title:,male
75250,Richard III,History,Buckingham,3,7,242,"Long live Richard, England's royal king!",male
75251,Richard III,History,Lord Mayor,3,7,243,Amen.,male
75252,Richard III,History,Citizens,3,7,243,Amen.,male
75253,Richard III,History,Buckingham,3,7,244,To-morrow will it please you to be crown'd?,male
75254,Richard III,History,Gloucester,3,7,245,"Even when you please, since you will have it so.",male
75255,Richard III,History,Buckingham,3,7,246,"To-morrow, then, we will attend your grace:",male
75256,Richard III,History,Buckingham,3,7,247,And so most joyfully we take our leave.,male
75257,Richard III,History,Gloucester,3,7,248,"Come, let us to our holy task again.",male
75258,Richard III,History,Gloucester,3,7,249,"Farewell, good cousin; farewell, gentle friends.",male
75259,Richard III,History,Duchess Of York,4,1,1,Who m eets us here?  my niece Plantagenet,male
75260,Richard III,History,Duchess Of York,4,1,2,Led in the hand of her kind aunt of Gloucester?,male
75261,Richard III,History,Duchess Of York,4,1,3,"Now, for my life, she's wandering to the Tower,",male
75262,Richard III,History,Duchess Of York,4,1,4,On pure heart's love to greet the tender princes.,male
75263,Richard III,History,Duchess Of York,4,1,5,"Daughter, well met.",male
75264,Richard III,History,Lady Anne,4,1,6,God give your graces both,female
75265,Richard III,History,Lady Anne,4,1,7,A happy and a joyful time of day!,female
75266,Richard III,History,Queen Elizabeth,4,1,8,"As much to you, good sister! Whither away?",female
75267,Richard III,History,Lady Anne,4,1,9,"No farther than the Tower; and, as I guess,",female
75268,Richard III,History,Lady Anne,4,1,10,"Upon the like devotion as yourselves,",female
75269,Richard III,History,Lady Anne,4,1,11,To gratulate the gentle princes there.,female
75270,Richard III,History,Queen Elizabeth,4,1,12,"Kind sister, thanks: we'll enter all together.",female
75271,Richard III,History,Queen Elizabeth,4,1,13,"And, in good time, here the lieutenant comes.",female
75272,Richard III,History,Queen Elizabeth,4,1,14,"Master lieutenant, pray you, by your leave,",female
75273,Richard III,History,Queen Elizabeth,4,1,15,"How doth the prince, and my young son of York?",female
75274,Richard III,History,Brakenbury,4,1,16,"Right well, dear madam. By your patience,",male
75275,Richard III,History,Brakenbury,4,1,17,I may not suffer you to visit them;,male
75276,Richard III,History,Brakenbury,4,1,18,The king hath straitly charged the contrary.,male
75277,Richard III,History,Queen Elizabeth,4,1,19,"The king! why, who's that?",female
75278,Richard III,History,Brakenbury,4,1,20,I cry you mercy: I mean the lord protector.,male
75279,Richard III,History,Queen Elizabeth,4,1,21,The Lord protect him from that kingly title!,female
75280,Richard III,History,Queen Elizabeth,4,1,22,Hath he set bounds betwixt their love and me?,female
75281,Richard III,History,Queen Elizabeth,4,1,23,I am their mother; who should keep me from them?,female
75282,Richard III,History,Duchess Of York,4,1,24,I am their fathers mother; I will see them.,male
75283,Richard III,History,Lady Anne,4,1,25,"Their aunt I am in law, in love their mother:",female
75284,Richard III,History,Lady Anne,4,1,26,Then bring me to their sights; I'll bear thy blame,female
75285,Richard III,History,Lady Anne,4,1,27,"And take thy office from thee, on my peril.",female
75286,Richard III,History,Brakenbury,4,1,28,"No, madam, no; I may not leave it so:",male
75287,Richard III,History,Brakenbury,4,1,29,"I am bound by oath, and therefore pardon me.",male
75288,Richard III,History,Lord Stanley,4,1,30,"Let me but meet you, ladies, one hour hence,",male
75289,Richard III,History,Lord Stanley,4,1,31,"And I'll salute your grace of York as mother,",male
75290,Richard III,History,Lord Stanley,4,1,32,"And reverend looker on, of two fair queens.",male
75291,Richard III,History,Lord Stanley,4,1,33,"Come, madam, you must straight to Westminster,",male
75292,Richard III,History,Lord Stanley,4,1,34,There to be crowned Richard's royal queen.,male
75293,Richard III,History,Queen Elizabeth,4,1,35,"O, cut my lace in sunder, that my pent heart",female
75294,Richard III,History,Queen Elizabeth,4,1,36,"May have some scope to beat, or else I swoon",female
75295,Richard III,History,Queen Elizabeth,4,1,37,With this dead-killing news!,female
75296,Richard III,History,Lady Anne,4,1,38,Despiteful tidings! O unpleasing news!,female
75297,Richard III,History,Dorset,4,1,39,"Be of good cheer: mother, how fares your grace?",male
75298,Richard III,History,Queen Elizabeth,4,1,40,"O Dorset, speak not to me, get thee hence!",female
75299,Richard III,History,Queen Elizabeth,4,1,41,Death and destruction dog thee at the heels;,female
75300,Richard III,History,Queen Elizabeth,4,1,42,Thy mother's name is ominous to children.,female
75301,Richard III,History,Queen Elizabeth,4,1,43,"If thou wilt outstrip death, go cross the seas,",female
75302,Richard III,History,Queen Elizabeth,4,1,44,"And live with Richmond, from the reach of hell",female
75303,Richard III,History,Queen Elizabeth,4,1,45,"Go, hie thee, hie thee from this slaughter-house,",female
75304,Richard III,History,Queen Elizabeth,4,1,46,Lest thou increase the number of the dead;,female
75305,Richard III,History,Queen Elizabeth,4,1,47,"And make me die the thrall of Margaret's curse,",female
75306,Richard III,History,Queen Elizabeth,4,1,48,"Nor mother, wife, nor England's counted queen.",female
75307,Richard III,History,Lord Stanley,4,1,49,"Full of wise care is this your counsel, madam.",male
75308,Richard III,History,Lord Stanley,4,1,50,Take all the swift advantage of the hours;,male
75309,Richard III,History,Lord Stanley,4,1,51,You shall have letters from me to my son,male
75310,Richard III,History,Lord Stanley,4,1,52,"To meet you on the way, and welcome you.",male
75311,Richard III,History,Lord Stanley,4,1,53,Be not ta'en tardy by unwise delay.,male
75312,Richard III,History,Duchess Of York,4,1,54,O ill-dispersing wind of misery!,male
75313,Richard III,History,Duchess Of York,4,1,55,"O my accursed womb, the bed of death!",male
75314,Richard III,History,Duchess Of York,4,1,56,"A cockatrice hast thou hatch'd to the world,",male
75315,Richard III,History,Duchess Of York,4,1,57,Whose unavoided eye is murderous.,male
75316,Richard III,History,Lord Stanley,4,1,58,"Come, madam, come; I in all haste was sent.",male
75317,Richard III,History,Lady Anne,4,1,59,And I in all unwillingness will go.,female
75318,Richard III,History,Lady Anne,4,1,60,I would to God that the inclusive verge,female
75319,Richard III,History,Lady Anne,4,1,61,Of golden metal that must round my brow,female
75320,Richard III,History,Lady Anne,4,1,62,"Were red-hot steel, to sear me to the brain!",female
75321,Richard III,History,Lady Anne,4,1,63,"Anointed let me be with deadly venom,",female
75322,Richard III,History,Lady Anne,4,1,64,"And die, ere men can say, God save the queen!",female
75323,Richard III,History,Queen Elizabeth,4,1,65,"Go, go, poor soul, I envy not thy glory",female
75324,Richard III,History,Queen Elizabeth,4,1,66,"To feed my humour, wish thyself no harm.",female
75325,Richard III,History,Lady Anne,4,1,67,No! why?  When he that is my husband now,female
75326,Richard III,History,Lady Anne,4,1,68,"Came to me, as I follow'd Henry's corse,",female
75327,Richard III,History,Lady Anne,4,1,69,When scarce the blood was well wash'd from his hands,female
75328,Richard III,History,Lady Anne,4,1,70,Which issued from my other angel husband,female
75329,Richard III,History,Lady Anne,4,1,71,And that dead saint which then I weeping follow'd;,female
75330,Richard III,History,Lady Anne,4,1,72,"O, when, I say, I look'd on Richard's face,",female
75331,Richard III,History,Lady Anne,4,1,73,"This was my wish: 'Be thou,' quoth I, ' accursed,",female
75332,Richard III,History,Lady Anne,4,1,74,"For making me, so young, so old a widow!",female
75333,Richard III,History,Lady Anne,4,1,75,"And, when thou wed'st, let sorrow haunt thy bed;",female
75334,Richard III,History,Lady Anne,4,1,76,And be thy wife--if any be so mad--,female
75335,Richard III,History,Lady Anne,4,1,77,As miserable by the life of thee,female
75336,Richard III,History,Lady Anne,4,1,78,As thou hast made me by my dear lord's death!,female
75337,Richard III,History,Lady Anne,4,1,79,"Lo, ere I can repeat this curse again,",female
75338,Richard III,History,Lady Anne,4,1,80,"Even in so short a space, my woman's heart",female
75339,Richard III,History,Lady Anne,4,1,81,Grossly grew captive to his honey words,female
75340,Richard III,History,Lady Anne,4,1,82,"And proved the subject of my own soul's curse,",female
75341,Richard III,History,Lady Anne,4,1,83,Which ever since hath kept my eyes from rest;,female
75342,Richard III,History,Lady Anne,4,1,84,For never yet one hour in his bed,female
75343,Richard III,History,Lady Anne,4,1,85,"Have I enjoy'd the golden dew of sleep,",female
75344,Richard III,History,Lady Anne,4,1,86,But have been waked by his timorous dreams.,female
75345,Richard III,History,Lady Anne,4,1,87,"Besides, he hates me for my father Warwick;",female
75346,Richard III,History,Lady Anne,4,1,88,"And will, no doubt, shortly be rid of me.",female
75347,Richard III,History,Queen Elizabeth,4,1,89,"Poor heart, adieu! I pity thy complaining.",female
75348,Richard III,History,Lady Anne,4,1,90,No more than from my soul I mourn for yours.,female
75349,Richard III,History,Queen Elizabeth,4,1,91,"Farewell, thou woful welcomer of glory!",female
75350,Richard III,History,Lady Anne,4,1,92,"Adieu, poor soul, that takest thy leave of it!",female
75351,Richard III,History,Duchess Of York,4,1,93,[To DORSET],male
75352,Richard III,History,Duchess Of York,4,1,94,"Go thou to Richmond, and good fortune guide thee!",male
75353,Richard III,History,Duchess Of York,4,1,95,"Go thou to Richard, and good angels guard thee!",male
75354,Richard III,History,Duchess Of York,4,1,96,"Go thou to sanctuary, and good thoughts possess thee!",male
75355,Richard III,History,Duchess Of York,4,1,97,"I to my grave, where peace and rest lie with me!",male
75356,Richard III,History,Duchess Of York,4,1,98,"Eighty odd years of sorrow have I seen,",male
75357,Richard III,History,Duchess Of York,4,1,99,And each hour's joy wrecked with a week of teen.,male
75358,Richard III,History,Queen Elizabeth,4,1,100,"Stay, yet look back with me unto the Tower.",female
75359,Richard III,History,Queen Elizabeth,4,1,101,"Pity, you ancient stones, those tender babes",female
75360,Richard III,History,Queen Elizabeth,4,1,102,Whom envy hath immured within your walls!,female
75361,Richard III,History,Queen Elizabeth,4,1,103,Rough cradle for such little pretty ones!,female
75362,Richard III,History,Queen Elizabeth,4,1,104,"Rude ragged nurse, old sullen playfellow",female
75363,Richard III,History,Queen Elizabeth,4,1,105,"For tender princes, use my babies well!",female
75364,Richard III,History,Queen Elizabeth,4,1,106,So foolish sorrow bids your stones farewell.,female
75365,Richard III,History,King Richard Iii,4,2,1,Stand all apart Cousin of Buckingham!,male
75366,Richard III,History,Buckingham,4,2,2,My gracious sovereign?,male
75367,Richard III,History,King Richard Iii,4,2,3,Give me thy hand.,male
75368,Richard III,History,King Richard Iii,4,2,4,"Thus high, by thy advice",male
75369,Richard III,History,King Richard Iii,4,2,5,"And thy assistance, is King Richard seated;",male
